loan_id,reporting_month,default_probability_12m,positive_risk_drivers,negative_risk_drivers
LN100010,2026-01-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-02-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-03-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-04-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-05-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-06-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100010,2026-07-01,0.005780346820809248,None,clean_payment_history;high_credit_score;high_equity_ltv;low_dti;low_rate(2.49%)
LN100011,2025-01-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-02-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-03-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-04-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-05-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-06-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-07-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-08-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-09-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-10-01,0.01599086236436322,high_ltv,clean_payment_history;high_credit_score
LN100011,2025-11-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2025-12-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-01-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-02-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-03-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-04-01,0.01599086236436322,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-05-01,0.014373716632443531,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-06-01,0.01240694789081886,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100011,2026-07-01,0.01240694789081886,high_ltv;prior_modifications(count=1),clean_payment_history;high_credit_score
LN100012,2025-01-01,0.008756567425569177,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-02-01,0.008756567425569177,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-03-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-04-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-05-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-06-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-07-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-08-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-09-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-10-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-11-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2025-12-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-01-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-02-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-03-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-04-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-05-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-06-01,0.005780346820809248,high_ltv;elevated_rate(7.17%),clean_payment_history;low_dti
LN100012,2026-07-01,0.005780346820809248,high_ltv;prior_modifications(count=1);elevated_rate(7.17%),clean_payment_history;low_dti
LN100013,2025-01-01,0.009290540540540541,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-02-01,0.009290540540540541,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-03-01,0.009290540540540541,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-04-01,0.009290540540540541,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-05-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-06-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-07-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-08-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-09-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-10-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-11-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2025-12-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-01-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-02-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-03-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-04-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-05-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-06-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100013,2026-07-01,0.008756567425569177,high_ltv;high_dti,clean_payment_history;high_credit_score
LN100015,2025-01-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-02-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-03-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-04-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-05-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-06-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-07-01,0.01599086236436322,high_ltv;elevated_rate(7.09%),clean_payment_history
LN100015,2025-08-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2025-09-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2025-10-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2025-11-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2025-12-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-01-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-02-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-03-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-04-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-05-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-06-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100015,2026-07-01,0.01599086236436322,high_ltv;prior_modifications(count=1);elevated_rate(7.09%),clean_payment_history
LN100017,2025-01-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-02-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-03-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-04-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-05-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-06-01,0.009162303664921465,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-07-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-08-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-09-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-10-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-11-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2025-12-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-01-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-02-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-03-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-04-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-05-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-06-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100017,2026-07-01,0.01240694789081886,prior_modifications(count=3),clean_payment_history;high_credit_score;high_equity_ltv;low_rate(4.23%)
LN100020,2025-01-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-02-01,0.009162303664921465,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-03-01,0.009162303664921465,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-04-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-05-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-06-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-07-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-08-01,0.005780346820809248,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-09-01,0.009290540540540541,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-10-01,0.009290540540540541,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-11-01,0.009290540540540541,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2025-12-01,0.009290540540540541,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2026-01-01,0.009290540540540541,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2026-02-01,0.009162303664921465,delinquency(DPD=30);high_dti,high_credit_score;low_rate(2.00%)
LN100020,2026-03-01,0.008756567425569177,recent_delinquency(max_3m=30);high_dti,high_credit_score;low_rate(2.00%)
LN100020,2026-04-01,0.009290540540540541,recent_delinquency(max_3m=30);high_dti,high_credit_score;low_rate(2.00%)
LN100020,2026-05-01,0.009162303664921465,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2026-06-01,0.009162303664921465,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100020,2026-07-01,0.009162303664921465,high_dti,clean_payment_history;high_credit_score;low_rate(2.00%)
LN100021,2025-01-01,0.009162303664921465,high_ltv;high_dti;prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-02-01,0.009162303664921465,high_ltv;high_dti;prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-03-01,0.009162303664921465,high_ltv;high_dti;prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-04-01,0.01599086236436322,delinquency(DPD=30);high_ltv;high_dti;prior_modifications(count=1),high_credit_score;low_rate(3.18%)
LN100021,2025-05-01,0.009162303664921465,recent_delinquency(max_3m=30);high_ltv;high_dti;prior_modifications(count=1),high_credit_score;low_rate(3.18%)
LN100021,2025-06-01,0.008756567425569177,recent_delinquency(max_3m=30);high_ltv;high_dti;prior_modifications(count=2),high_credit_score;low_rate(3.18%)
LN100021,2025-07-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=2),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-08-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-09-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-10-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-11-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2025-12-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-01-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-02-01,0.008756567425569177,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-03-01,0.005780346820809248,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-04-01,0.005780346820809248,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-05-01,0.005780346820809248,high_ltv;high_dti;prior_modifications(count=3),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-06-01,0.005780346820809248,high_ltv;high_dti;prior_modifications(count=4),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100021,2026-07-01,0.005780346820809248,high_ltv;high_dti;prior_modifications(count=4),clean_payment_history;high_credit_score;low_rate(3.18%)
LN100023,2025-01-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-02-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-03-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-04-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-05-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-06-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-07-01,0.01240694789081886,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-08-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2025-09-01,0.01599086236436322,delinquency(DPD=30);high_dti;elevated_rate(7.21%),None
LN100023,2025-10-01,0.01240694789081886,recent_delinquency(max_3m=30);high_dti;elevated_rate(7.21%),None
LN100023,2025-11-01,0.010679196924391286,recent_delinquency(max_3m=30);high_dti;elevated_rate(7.21%),None
LN100023,2025-12-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-01-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-02-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-03-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-04-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-05-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-06-01,0.010679196924391286,high_dti;elevated_rate(7.21%),clean_payment_history
LN100023,2026-07-01,0.009290540540540541,high_dti;elevated_rate(7.21%),clean_payment_history
LN100025,2025-01-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-02-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-03-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-04-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-05-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-06-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-07-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-08-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-09-01,0.01599086236436322,high_dti;prior_modifications(count=1),clean_payment_history;high_equity_ltv
LN100025,2025-10-01,1.0,severe_delinquency(DPD=90);high_dti;prior_modifications(count=2),high_equity_ltv
LN100027,2025-01-01,0.009633911368015413,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-02-01,0.009633911368015413,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-03-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-04-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-05-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-06-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-07-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-08-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-09-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-10-01,0.009290540540540541,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-11-01,0.009162303664921465,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2025-12-01,0.009162303664921465,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2026-01-01,0.009162303664921465,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2026-02-01,0.009162303664921465,high_ltv;elevated_rate(7.59%),clean_payment_history
LN100027,2026-03-01,1.0,severe_delinquency(DPD=90);high_ltv;elevated_rate(7.59%),None
LN100028,2025-01-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-02-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-03-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-04-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-05-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-06-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-07-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-08-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-09-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-10-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-11-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2025-12-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-01-01,0.004273504273504274,None,clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-02-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-03-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-04-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-05-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-06-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
LN100028,2026-07-01,0.004273504273504274,prior_modifications(count=1),clean_payment_history;high_credit_score;low_rate(2.29%)
