loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN100001,3,2023-09-01,2023-06-01,3,357,200707.94,200136.39,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Delinquent,60,0,0,0,None,2023-09-15 18:00:00,ServicingCore,Complete,1,1,0,0,Current,1,Severe Delinquency
LN100001,4,2023-10-01,2023-06-01,4,356,200707.94,199943.88,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-10-06 08:00:00,LoanPlatform,Complete,1,1,0,0,Current,0,None
LN100001,5,2023-11-01,2023-06-01,5,355,200707.94,199750.36,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-11-26 12:00:00,ServicingCore,Complete,0,1,0,0,Current,0,None
LN100001,6,2023-12-01,2023-06-01,6,354,200707.94,199555.83,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-12-10 16:00:00,ServicingCore,Complete,0,1,0,0,Current,0,None
LN100001,7,2024-01-01,2023-06-01,7,353,200707.94,199360.28,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-01-11 21:00:00,RiskSystem,Pending,0,1,0,0,Current,0,None
LN100001,8,2024-02-01,2023-06-01,8,352,200707.94,199163.71,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-02-21 18:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100001,9,2024-03-01,2023-06-01,9,351,200707.94,198966.11,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-03-21 04:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,10,2024-04-01,2023-06-01,10,350,200707.94,198767.48,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-04-22 11:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100001,11,2024-05-01,2023-06-01,11,349,200707.94,198567.81,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-05-18 02:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100001,12,2024-06-01,2023-06-01,12,348,200707.94,198367.1,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-06-05 16:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100001,13,2024-07-01,2023-06-01,13,347,200707.94,198165.33,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-07-14 08:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,14,2024-08-01,2023-06-01,14,346,200707.94,197962.51,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-08-23 01:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,15,2024-09-01,2023-06-01,15,345,200707.94,197758.63,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-09-16 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,16,2024-10-01,2023-06-01,16,344,200707.94,197553.69,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-10-02 08:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,17,2024-11-01,2023-06-01,17,343,200707.94,197347.67,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-11-19 16:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100001,18,2024-12-01,2023-06-01,18,342,200707.94,197140.58,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-12-04 14:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100001,19,2025-01-01,2023-06-01,19,341,200707.94,196932.4,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-01-10 19:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100001,20,2025-02-01,2023-06-01,20,340,200707.94,196723.13,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-02-15 21:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100001,21,2025-03-01,2023-06-01,21,339,200707.94,196512.77,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-03-28 23:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,22,2025-04-01,2023-06-01,22,338,200707.94,196301.31,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-04-16 11:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100001,23,2025-05-01,2023-06-01,23,337,200707.94,196088.75,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-05-21 17:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,24,2025-06-01,2023-06-01,24,336,200707.94,195875.07,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-06-24 21:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,25,2025-07-01,2023-06-01,25,335,200707.94,195660.27,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-07-09 07:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,26,2025-08-01,2023-06-01,26,334,200707.94,195444.35,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-08-02 04:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100001,27,2025-09-01,2023-06-01,27,333,200707.94,195227.31,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-09-27 16:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,28,2025-10-01,2023-06-01,28,332,200707.94,195009.12,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-10-21 19:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100001,29,2025-11-01,2023-06-01,29,331,200707.94,194789.8,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-11-05 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,30,2025-12-01,2023-06-01,30,330,200707.94,194569.33,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2025-12-02 14:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100001,31,2026-01-01,2023-06-01,31,329,200707.94,194347.71,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-01-02 23:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,32,2026-02-01,2023-06-01,32,328,200707.94,194124.93,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-02-23 20:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100001,33,2026-03-01,2023-06-01,33,327,200707.94,193900.98,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-03-11 12:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,34,2026-04-01,2023-06-01,34,326,200707.94,193675.86,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-04-12 22:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,35,2026-05-01,2023-06-01,35,325,200707.94,193449.57,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-05-09 05:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,36,2026-06-01,2023-06-01,36,324,200707.94,193222.09,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-06-18 08:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100001,37,2026-07-01,2023-06-01,37,323,200707.94,192993.42,6.275,700-739,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2026-07-18 03:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100002,0,2022-07-01,2022-07-01,0,300,117126.04,117126.04,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-07-06 19:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,1,2022-08-01,2022-07-01,1,299,117126.04,116958.19,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-08-28 12:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,2,2022-09-01,2022-07-01,2,298,117126.04,116789.5,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-09-08 05:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,3,2022-10-01,2022-07-01,3,297,117126.04,116619.96,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-10-26 12:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,4,2022-11-01,2022-07-01,4,296,117126.04,116449.56,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-11-04 20:00:00,RiskSystem,Pending,0,0,0,0,Current,0,None
LN100002,5,2022-12-01,2022-07-01,5,295,117126.04,116278.3,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2022-12-18 15:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,6,2023-01-01,2022-07-01,6,294,117126.04,116106.19,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-01-25 20:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,7,2023-02-01,2022-07-01,7,293,117126.04,115933.2,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-02-13 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,8,2023-03-01,2022-07-01,8,292,117126.04,115759.35,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-03-10 10:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100002,9,2023-04-01,2022-07-01,9,291,117126.04,115584.61,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-04-25 11:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100002,10,2023-05-01,2022-07-01,10,290,117126.04,115409.0,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-05-23 13:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100002,11,2023-06-01,2022-07-01,11,289,117126.04,115232.5,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-06-18 16:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,12,2023-07-01,2022-07-01,12,288,117126.04,115055.12,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-07-21 13:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100002,13,2023-08-01,2022-07-01,13,287,117126.04,114876.84,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-08-12 14:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100002,14,2023-09-01,2022-07-01,14,286,117126.04,114697.66,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-09-17 01:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100002,15,2023-10-01,2022-07-01,15,285,117126.04,114517.58,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-10-14 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,16,2023-11-01,2022-07-01,16,284,117126.04,114336.59,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-11-18 03:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,17,2023-12-01,2022-07-01,17,283,117126.04,114154.69,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2023-12-21 10:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,18,2024-01-01,2022-07-01,18,282,117126.04,113971.88,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-01-22 15:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,19,2024-02-01,2022-07-01,19,281,117126.04,113788.14,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-02-04 22:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100002,20,2024-03-01,2022-07-01,20,280,117126.04,113603.48,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-03-27 08:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100002,21,2024-04-01,2022-07-01,21,279,117126.04,113417.89,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-04-24 22:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100002,22,2024-05-01,2022-07-01,22,278,117126.04,113231.36,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-05-17 00:00:00,ServicingCore,Complete,0,0,1,0,Default,0,None
LN100002,23,2024-06-01,2022-07-01,23,277,117126.04,113043.89,6.045,620-659,60-70,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,Default,90,0,0,1,High,2024-06-28 11:00:00,ServicingCore,Pending,0,0,1,0,Current,1,Severe Delinquency
LN100003,0,2021-01-01,2021-01-01,0,360,219494.65,219494.65,2.908,660-699,80-90,0-20,WY,Purchase,Primary Residence,Single Family,Servicer_E,Current,0,0,0,0,None,2021-01-28 01:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100003,1,2021-02-01,2021-01-01,1,359,219494.65,219112.02,2.908,660-699,80-90,0-20,WY,Purchase,Primary Residence,Single Family,Servicer_E,Current,0,0,0,0,None,2021-02-02 15:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100003,2,2021-03-01,2021-01-01,2,358,219494.65,218728.45,2.908,660-699,80-90,0-20,WY,Purchase,Primary Residence,Single Family,Servicer_E,Current,0,0,0,0,None,2021-03-08 10:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100003,3,2021-04-01,2021-01-01,3,357,219494.65,218343.96,2.908,660-699,80-90,0-20,WY,Purchase,Primary Residence,Single Family,Servicer_E,Current,0,0,0,0,None,2021-04-26 00:00:00,LoanPlatform,Complete,0,0,1,0,Default,0,None
LN100003,4,2021-05-01,2021-01-01,4,356,219494.65,217958.54,2.908,660-699,80-90,0-20,WY,Purchase,Primary Residence,Single Family,Servicer_E,Default,90,1,0,1,Medium,2021-05-08 06:00:00,LoanPlatform,Missing,0,0,1,0,Current,1,Severe Delinquency
LN100004,0,2021-01-01,2021-01-01,0,240,279939.1,279939.1,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-01-24 20:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,1,2021-02-01,2021-01-01,1,239,279939.1,279036.48,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-02-22 13:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,2,2021-03-01,2021-01-01,2,238,279939.1,278131.99,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-03-02 06:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100004,3,2021-04-01,2021-01-01,3,237,279939.1,277225.64,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-04-18 00:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,4,2021-05-01,2021-01-01,4,236,279939.1,276317.42,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-05-22 04:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,5,2021-06-01,2021-01-01,5,235,279939.1,275407.33,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-06-17 10:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,6,2021-07-01,2021-01-01,6,234,279939.1,274495.35,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-07-08 15:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100004,7,2021-08-01,2021-01-01,7,233,279939.1,273581.5,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-08-14 03:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,8,2021-09-01,2021-01-01,8,232,279939.1,272665.77,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-09-23 14:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,9,2021-10-01,2021-01-01,9,231,279939.1,271748.14,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-10-17 14:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,10,2021-11-01,2021-01-01,10,230,279939.1,270828.62,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-11-04 13:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,11,2021-12-01,2021-01-01,11,229,279939.1,269907.21,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2021-12-10 05:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100004,12,2022-01-01,2021-01-01,12,228,279939.1,268983.89,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-01-27 12:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100004,13,2022-02-01,2021-01-01,13,227,279939.1,268058.68,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-02-16 06:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100004,14,2022-03-01,2021-01-01,14,226,279939.1,267131.55,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-03-03 01:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100004,15,2022-04-01,2021-01-01,15,225,279939.1,266202.51,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-04-06 17:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,16,2022-05-01,2021-01-01,16,224,279939.1,265271.55,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-05-13 08:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100004,17,2022-06-01,2021-01-01,17,223,279939.1,264338.68,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-06-27 01:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,18,2022-07-01,2021-01-01,18,222,279939.1,263403.88,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-07-22 09:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,19,2022-08-01,2021-01-01,19,221,279939.1,262467.15,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-08-06 17:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100004,20,2022-09-01,2021-01-01,20,220,279939.1,261528.49,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-09-23 23:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100004,21,2022-10-01,2021-01-01,21,219,279939.1,260587.89,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-10-22 00:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100004,22,2022-11-01,2021-01-01,22,218,279939.1,259645.36,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-11-27 01:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100004,23,2022-12-01,2021-01-01,23,217,279939.1,258700.88,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2022-12-15 00:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100004,24,2023-01-01,2021-01-01,24,216,279939.1,257754.45,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2023-01-12 16:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100004,25,2023-02-01,2021-01-01,25,215,279939.1,256806.07,2.475,740-779,0-60,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,Current,0,0,0,0,None,2023-02-11 22:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
