loan_id,reporting_month,ml_anomaly_score,rule_anomaly_score,anomaly_score,top_drivers,action
LN100007,2023-01-01,0.09700159563035327,0.0,0.04850079781517663,None,No Action
LN100007,2023-02-01,0.0825351469221336,0.0,0.0412675734610668,None,No Action
LN100007,2023-08-01,0.03836433346470136,0.0,0.01918216673235068,None,No Action
LN100007,2023-09-01,0.03974088916677576,0.0,0.01987044458338788,None,No Action
LN100007,2023-11-01,0.0387711467023385,0.15,0.09438557335116925,missing_document,Investigate Data
LN100007,2023-12-01,0.03901599605274397,0.0,0.019507998026371987,None,No Action
LN100007,2024-01-01,0.03779672710381432,0.0,0.01889836355190716,None,No Action
LN100007,2024-09-01,0.04718745640905242,0.1,0.07359372820452621,document_mismatch,Investigate Data
LN100007,2024-10-01,0.04662786598495339,0.0,0.023313932992476694,None,No Action
LN100007,2024-11-01,0.04648166034662371,0.15,0.09824083017331185,missing_document,Investigate Data
LN100007,2025-01-01,0.044718791953077486,0.0,0.022359395976538743,None,No Action
LN100007,2025-04-01,0.05189040034243442,0.15,0.1009452001712172,missing_document,Investigate Data
LN100007,2025-06-01,0.05336861029044504,0.0,0.02668430514522252,None,No Action
LN100007,2025-07-01,0.058536675865071386,0.0,0.029268337932535693,None,No Action
LN100007,2025-08-01,0.06201833506378163,0.1,0.08100916753189082,document_mismatch,Investigate Data
LN100007,2025-09-01,0.061638977164320985,0.0,0.030819488582160492,None,No Action
LN100007,2025-12-01,0.0674908015583765,0.0,0.03374540077918825,None,No Action
LN100007,2026-02-01,0.07579405731299338,0.0,0.03789702865649669,None,No Action
LN100007,2026-05-01,0.09835184020603083,0.0,0.049175920103015414,None,No Action
LN100007,2026-07-01,0.09375962031614404,0.0,0.04687981015807202,None,No Action
LN100008,2019-06-01,0.09234686744326848,0.15,0.12117343372163424,missing_document,Investigate Data
LN100008,2019-07-01,0.08074625838948934,0.15,0.11537312919474467,missing_document,Investigate Data
LN100008,2019-08-01,0.07201253692355691,0.15,0.11100626846177845,missing_document,Investigate Data
LN100008,2019-09-01,0.06437083360770901,0.0,0.032185416803854505,None,No Action
LN100008,2020-04-01,0.041060631158972516,0.0,0.020530315579486258,None,No Action
LN100008,2020-06-01,0.04169047674442683,0.0,0.020845238372213415,None,No Action
LN100008,2020-08-01,0.037546364695072665,0.15,0.09377318234753633,missing_document,Investigate Data
LN100008,2020-12-01,0.03070865734229844,0.0,0.01535432867114922,None,No Action
LN100008,2021-01-01,0.03744785538525053,0.0,0.018723927692625264,None,No Action
LN100008,2021-04-01,0.041569987071063075,0.0,0.020784993535531537,None,No Action
LN100008,2021-05-01,0.038166848104982054,0.0,0.019083424052491027,None,No Action
LN100008,2021-06-01,0.034898045164477476,0.85,0.4424490225822387,balance_conflict;dpd_conflict;missing_document,Investigate Data
LN100008,2021-08-01,0.03203176955104692,0.0,0.01601588477552346,None,No Action
LN100009,2018-08-01,0.13033736447111377,0.0,0.06516868223555689,None,No Action
LN100009,2018-10-01,0.0918198547310155,0.0,0.04590992736550775,None,No Action
LN100009,2018-11-01,0.07465150138313104,0.15,0.11232575069156552,missing_document,Investigate Data
LN100009,2018-12-01,0.06468950349783864,0.3,0.18234475174891931,dpd_conflict,Investigate Data
LN100009,2019-02-01,0.04342552907667374,0.0,0.02171276453833687,None,No Action
LN100009,2019-05-01,0.03439883649864972,0.0,0.01719941824932486,None,No Action
LN100009,2019-06-01,0.0357699589880589,0.0,0.01788497949402945,None,No Action
LN100009,2019-09-01,0.03271575079670885,0.0,0.016357875398354427,None,No Action
LN100009,2020-06-01,0.04051243135046534,0.0,0.02025621567523267,None,No Action
LN100009,2020-12-01,0.04645571881730104,0.0,0.02322785940865052,None,No Action
LN100009,2021-01-01,0.37348790397161913,0.0,0.18674395198580956,None,No Action
LN100009,2021-05-01,0.05712551373826291,0.0,0.028562756869131456,None,No Action
LN100009,2021-07-01,0.05488625194487651,0.0,0.027443125972438254,None,No Action
LN100009,2021-08-01,0.06233838422817628,0.0,0.03116919211408814,None,No Action
LN100009,2021-09-01,0.0625719426010457,0.0,0.03128597130052285,None,No Action
LN100009,2022-02-01,0.08495965822516693,0.0,0.04247982911258347,None,No Action
LN100009,2022-05-01,0.08837801703580839,0.0,0.044189008517904194,None,No Action
LN100009,2022-07-01,0.08484173640866599,0.0,0.042420868204332995,None,No Action
LN100009,2022-08-01,0.08408837471549213,0.0,0.042044187357746066,None,No Action
LN100009,2022-10-01,0.09539510150174435,0.0,0.047697550750872175,None,No Action
LN100009,2022-11-01,0.10252283650411342,0.0,0.05126141825205671,None,No Action
LN100009,2023-04-01,0.11969326197911356,0.4,0.2598466309895568,balance_conflict,Investigate Data
LN100009,2023-06-01,0.14588371028565827,0.0,0.07294185514282914,None,No Action
LN100009,2023-08-01,0.1767210642860194,0.0,0.0883605321430097,None,No Action
LN100009,2023-12-01,0.20852641708481434,0.15,0.17926320854240718,missing_document,Investigate Data
LN100009,2024-02-01,0.23538901657751787,0.0,0.11769450828875894,None,No Action
LN100009,2024-03-01,0.23697222797073036,0.0,0.11848611398536518,None,No Action
LN100009,2024-04-01,0.2502547329372291,0.0,0.12512736646861455,None,No Action
LN100009,2024-06-01,0.2536361107110908,0.0,0.1268180553555454,None,No Action
LN100010,2021-10-01,0.16400924402028882,0.0,0.08200462201014441,None,No Action
LN100010,2021-12-01,0.14949923461086634,0.0,0.07474961730543317,None,No Action
LN100010,2022-01-01,0.14422033496484143,0.0,0.07211016748242072,None,No Action
LN100010,2022-04-01,0.12272849466451408,0.0,0.06136424733225704,None,No Action
LN100010,2022-06-01,0.12489851609451053,0.0,0.06244925804725526,None,No Action
LN100010,2022-11-01,0.11219823170573184,0.0,0.05609911585286592,None,No Action
LN100010,2023-02-01,0.10882550383699252,0.15,0.12941275191849627,missing_document,Investigate Data
LN100010,2023-07-01,0.11103315567868799,0.15,0.130516577839344,missing_document,Investigate Data
LN100010,2023-11-01,0.10091919017502038,0.0,0.05045959508751019,None,No Action
LN100010,2024-02-01,0.10812579205320683,0.0,0.05406289602660341,None,No Action
LN100010,2024-05-01,0.1036409372434638,0.0,0.0518204686217319,None,No Action
LN100010,2025-02-01,0.13310432665845962,0.15,0.14155216332922982,missing_document,Investigate Data
LN100010,2025-03-01,0.14202163389974154,0.0,0.07101081694987077,None,No Action
LN100010,2025-05-01,0.16366542793799854,0.0,0.08183271396899927,None,No Action
LN100010,2025-07-01,0.16693978171796253,0.0,0.08346989085898127,None,No Action
LN100010,2025-10-01,0.18277255042994978,0.0,0.09138627521497489,None,No Action
LN100010,2026-01-01,0.18599460366133536,0.15,0.1679973018306677,missing_document,Investigate Data
LN100010,2026-04-01,0.1961672894005838,0.0,0.0980836447002919,None,No Action
LN100010,2026-05-01,0.20390526371018436,0.0,0.10195263185509218,None,No Action
LN100011,2024-10-01,0.6418862139071098,0.15,0.3959431069535549,missing_document,Investigate Data
LN100011,2024-11-01,0.3484132684754717,0.15,0.24920663423773587,missing_document,Investigate Data
LN100011,2024-12-01,0.3365115989913482,0.0,0.1682557994956741,None,No Action
LN100011,2025-01-01,0.3199170127586136,0.0,0.1599585063793068,None,No Action
LN100011,2025-02-01,0.29361030709081926,0.15,0.22180515354540964,missing_document,Investigate Data
LN100011,2025-03-01,0.28556491292463704,0.0,0.14278245646231852,None,No Action
LN100011,2025-05-01,0.27409272963523046,0.0,0.13704636481761523,None,No Action
LN100011,2025-07-01,0.26684857913625604,0.0,0.13342428956812802,None,No Action
LN100011,2025-09-01,0.2617540828239697,0.0,0.13087704141198486,None,No Action
LN100011,2026-01-01,0.2587848017161809,0.0,0.12939240085809045,None,No Action
LN100011,2026-02-01,0.2596139792797555,0.15,0.20480698963987776,missing_document,Investigate Data
LN100011,2026-05-01,0.2751546146710625,0.0,0.13757730733553125,None,No Action
LN100011,2026-07-01,0.276937148720689,0.0,0.1384685743603445,None,No Action
LN100012,2023-02-01,0.22919496695239938,0.15,0.1895974834761997,missing_document,Investigate Data
LN100012,2023-04-01,0.1859473103889504,0.0,0.0929736551944752,None,No Action
LN100012,2023-05-01,0.17241751284603635,0.0,0.08620875642301817,None,No Action
LN100012,2023-06-01,0.162144740255735,0.0,0.0810723701278675,None,No Action
LN100012,2023-08-01,0.139594109301322,0.4,0.269797054650661,balance_conflict,Investigate Data
LN100012,2023-09-01,0.13569092415006523,0.0,0.06784546207503261,None,No Action
LN100012,2024-02-01,0.12693462826770363,0.0,0.06346731413385182,None,No Action
LN100012,2024-03-01,0.1279357075162343,0.0,0.06396785375811714,None,No Action
LN100012,2024-04-01,0.12328408935080815,0.0,0.06164204467540407,None,No Action
LN100012,2024-05-01,0.12500096431956542,0.0,0.06250048215978271,None,No Action
LN100012,2024-07-01,0.12752585967167518,0.0,0.06376292983583759,None,No Action
LN100012,2024-08-01,0.13080072676034382,0.0,0.06540036338017191,None,No Action
LN100012,2024-11-01,0.1427799196516849,0.0,0.07138995982584245,None,No Action
LN100012,2024-12-01,0.14311503309902618,0.0,0.07155751654951309,None,No Action
LN100012,2025-01-01,0.14963872189089544,0.0,0.07481936094544772,None,No Action
LN100012,2025-04-01,0.15354326514268601,0.0,0.07677163257134301,None,No Action
LN100012,2025-05-01,0.15289815806347484,0.15,0.15144907903173743,missing_document,Investigate Data
LN100012,2025-06-01,0.15646796902290216,0.0,0.07823398451145108,None,No Action
LN100012,2025-10-01,0.19646746178670815,0.0,0.09823373089335408,None,No Action
LN100012,2025-11-01,0.20493464711543907,0.0,0.10246732355771954,None,No Action
LN100012,2025-12-01,0.20431287637365048,0.0,0.10215643818682524,None,No Action
LN100012,2026-03-01,0.21671471665645514,0.15,0.18335735832822758,missing_document,Investigate Data
LN100012,2026-04-01,0.22034348467391907,0.0,0.11017174233695953,None,No Action
LN100012,2026-05-01,0.22238577094422296,0.0,0.11119288547211148,None,No Action
LN100012,2026-07-01,0.23557225897119916,0.0,0.11778612948559958,None,No Action
LN100013,2023-10-01,0.4736936628411147,0.0,0.23684683142055735,None,No Action
LN100013,2024-01-01,0.4558013873165304,0.15,0.3029006936582652,missing_document,Investigate Data
LN100013,2024-02-01,0.45947813316091424,0.15,0.30473906658045713,missing_document,Investigate Data
LN100013,2024-03-01,0.4552050866581655,0.3,0.3776025433290827,dpd_conflict,Investigate Data
LN100013,2024-04-01,0.44925346301018254,0.0,0.22462673150509127,None,No Action
LN100013,2024-05-01,0.4471237235329454,0.0,0.2235618617664727,None,No Action
LN100013,2024-09-01,0.4452214607395144,0.15,0.2976107303697572,missing_document,Investigate Data
LN100013,2024-11-01,0.46149273959369175,0.0,0.23074636979684587,None,No Action
LN100013,2024-12-01,0.4651851524074113,0.1,0.28259257620370565,document_mismatch,Investigate Data
LN100013,2025-01-01,0.4642169352427753,0.0,0.23210846762138765,None,No Action
LN100013,2025-02-01,0.46450090306165925,0.0,0.23225045153082963,None,No Action
LN100013,2025-03-01,0.46643837721265624,0.0,0.23321918860632812,None,No Action
LN100013,2025-04-01,0.47084184609245405,0.0,0.23542092304622703,None,No Action
LN100013,2025-08-01,0.49308900790509813,0.15,0.3215445039525491,missing_document,Investigate Data
LN100013,2025-11-01,0.5103947365692159,0.0,0.25519736828460793,None,No Action
LN100013,2026-04-01,0.5141832928081822,0.0,0.2570916464040911,None,No Action
LN100013,2026-06-01,0.5227580434189467,0.0,0.26137902170947336,None,No Action
LN100013,2026-07-01,0.5257836062808032,0.0,0.2628918031404016,None,No Action
LN100014,2023-04-01,0.1209794360746943,0.0,0.06048971803734715,None,No Action
LN100014,2023-07-01,0.41145034443619455,0.15,0.2807251722180973,missing_document,Investigate Data
LN100014,2023-08-01,0.09387195778059865,0.0,0.046935978890299324,None,No Action
LN100014,2023-11-01,0.09440103807204292,0.0,0.04720051903602146,None,No Action
LN100014,2023-12-01,0.7287715019275649,0.0,0.36438575096378245,None,No Action
LN100015,2023-12-01,0.19775078652183453,0.15,0.17387539326091728,missing_document,Investigate Data
LN100015,2024-01-01,0.1739028449056207,0.0,0.08695142245281035,None,No Action
LN100015,2024-02-01,0.16814060075378257,0.0,0.08407030037689128,None,No Action
LN100015,2024-09-01,0.15548069871728754,0.0,0.07774034935864377,None,No Action
LN100015,2024-10-01,0.1569997321381823,0.0,0.07849986606909115,None,No Action
LN100015,2024-12-01,0.15380610649078585,0.0,0.07690305324539293,None,No Action
LN100015,2025-01-01,0.1548046488403514,0.0,0.0774023244201757,None,No Action
LN100015,2025-02-01,0.15911763483994013,0.15,0.15455881741997007,missing_document,Investigate Data
LN100015,2025-04-01,0.16396546641546816,0.0,0.08198273320773408,None,No Action
LN100015,2025-07-01,0.17216908839863976,0.15,0.1610845441993199,missing_document,Investigate Data
LN100015,2025-08-01,0.1829254287654376,0.0,0.0914627143827188,None,No Action
LN100015,2025-10-01,0.1808947141705134,0.0,0.0904473570852567,None,No Action
LN100015,2026-01-01,0.20389545649260465,0.0,0.10194772824630233,None,No Action
LN100015,2026-02-01,0.2135515290221911,0.0,0.10677576451109555,None,No Action
LN100015,2026-03-01,0.22050057037102366,0.0,0.11025028518551183,None,No Action
LN100015,2026-06-01,0.2163752317288582,0.0,0.1081876158644291,None,No Action
LN100015,2026-07-01,0.2196814274374448,0.0,0.1098407137187224,None,No Action
LN100016,2021-08-01,0.11148190281021908,0.15,0.13074095140510955,missing_document,Investigate Data
LN100016,2021-10-01,0.0655543345452293,0.0,0.03277716727261465,None,No Action
LN100016,2022-03-01,0.027536280616650366,0.0,0.013768140308325183,None,No Action
LN100016,2022-06-01,0.01865223939983285,0.0,0.009326119699916424,None,No Action
LN100016,2022-07-01,0.021367207271513533,0.0,0.010683603635756767,None,No Action
LN100016,2022-09-01,0.024852300740178412,0.0,0.012426150370089206,None,No Action
LN100016,2023-01-01,0.012383528094985108,0.0,0.006191764047492554,None,No Action
LN100016,2023-03-01,0.017505840244138593,0.0,0.008752920122069296,None,No Action
LN100016,2023-04-01,0.022186564588763558,0.0,0.011093282294381779,None,No Action
LN100016,2023-05-01,0.02002041599893356,0.0,0.01001020799946678,None,No Action
LN100016,2023-07-01,0.6931646656650647,0.0,0.34658233283253237,None,No Action
LN100017,2018-12-01,0.0741948312081212,0.4,0.2370974156040606,balance_conflict,Investigate Data
LN100017,2019-01-01,0.4075028809887449,0.0,0.20375144049437244,None,No Action
LN100017,2019-03-01,0.047017634997611135,0.15,0.09850881749880556,missing_document,Investigate Data
LN100017,2019-04-01,0.03879950717921976,0.0,0.01939975358960988,None,No Action
LN100017,2019-05-01,0.031409592302070855,0.0,0.015704796151035427,None,No Action
LN100017,2019-06-01,0.026761179562720394,0.0,0.013380589781360197,None,No Action
LN100017,2019-08-01,0.02520467217013478,0.15,0.08760233608506739,missing_document,Investigate Data
LN100017,2019-11-01,0.031059655842308187,0.0,0.015529827921154093,None,No Action
LN100017,2020-01-01,0.0204604235719702,0.0,0.0102302117859851,None,No Action
LN100017,2020-03-01,0.02174335655807258,0.0,0.01087167827903629,None,No Action
LN100017,2020-04-01,0.019418750126514173,0.0,0.009709375063257086,None,No Action
LN100017,2020-07-01,0.03044133282675965,0.0,0.015220666413379824,None,No Action
LN100017,2020-11-01,0.02797261813366725,0.0,0.013986309066833624,None,No Action
LN100017,2020-12-01,0.020218279108142334,0.0,0.010109139554071167,None,No Action
LN100017,2021-01-01,0.020125217390467687,0.0,0.010062608695233843,None,No Action
LN100017,2021-03-01,0.028967408671018324,0.0,0.014483704335509162,None,No Action
LN100017,2021-05-01,0.027517867936494467,0.15,0.08875893396824723,missing_document,Investigate Data
LN100017,2021-06-01,0.02233052426263704,0.0,0.01116526213131852,None,No Action
LN100017,2021-07-01,0.02359420064520268,0.0,0.01179710032260134,None,No Action
LN100017,2021-09-01,0.025213221975961875,0.0,0.012606610987980937,None,No Action
LN100017,2021-11-01,0.033771423474016515,0.0,0.016885711737008258,None,No Action
LN100017,2022-11-01,0.07812654068924829,0.0,0.039063270344624146,None,No Action
LN100017,2023-02-01,0.09292197228151333,0.15,0.12146098614075666,missing_document,Investigate Data
LN100017,2023-03-01,0.08990460054898974,0.0,0.04495230027449487,None,No Action
LN100017,2023-04-01,0.09183680153528107,0.0,0.04591840076764053,None,No Action
LN100017,2023-05-01,0.08904692134875536,0.0,0.04452346067437768,None,No Action
LN100017,2023-07-01,0.09998019894441956,0.0,0.04999009947220978,None,No Action
LN100017,2023-11-01,0.1398453254191555,0.0,0.06992266270957775,None,No Action
LN100017,2023-12-01,0.13872382064140754,0.15,0.14436191032070378,missing_document,Investigate Data
LN100017,2024-02-01,0.1534175613522849,0.0,0.07670878067614245,None,No Action
LN100017,2024-03-01,0.1539519118134951,0.0,0.07697595590674755,None,No Action
LN100017,2024-05-01,0.17227278048108652,0.0,0.08613639024054326,None,No Action
LN100017,2024-06-01,0.1804797815185618,0.0,0.0902398907592809,None,No Action
LN100017,2024-07-01,0.18567053190403193,0.4,0.292835265952016,balance_conflict,Investigate Data
LN100017,2024-09-01,0.1886105274788803,0.0,0.09430526373944015,None,No Action
LN100017,2024-12-01,0.20172000599202433,0.0,0.10086000299601217,None,No Action
LN100017,2025-01-01,0.20934910355739933,0.0,0.10467455177869966,None,No Action
LN100017,2025-04-01,0.22478711453192168,0.0,0.11239355726596084,None,No Action
LN100017,2025-06-01,0.2412184747332099,0.0,0.12060923736660495,None,No Action
LN100017,2025-08-01,0.2444909487727963,0.0,0.12224547438639816,None,No Action
LN100017,2026-04-01,0.31660001126824644,0.3,0.3083000056341232,dpd_conflict,Investigate Data
LN100017,2026-05-01,0.31952726126481124,0.4,0.35976363063240563,balance_conflict,Investigate Data
LN100019,2021-02-01,0.4993368545067902,0.15,0.3246684272533951,missing_document,Investigate Data
LN100019,2021-04-01,0.1116727992088179,0.0,0.05583639960440895,None,No Action
LN100019,2021-06-01,0.09508435066198007,0.0,0.04754217533099003,None,No Action
LN100019,2021-07-01,0.08645468727707795,0.0,0.04322734363853897,None,No Action
LN100020,2021-08-01,0.5462995439215768,0.0,0.2731497719607884,None,No Action
LN100020,2021-09-01,0.533386945962186,0.0,0.266693472981093,None,No Action
LN100020,2021-10-01,0.5252674796727759,0.15,0.33763373983638795,missing_document,Investigate Data
LN100020,2022-02-01,0.474629338155674,0.0,0.237314669077837,None,No Action
LN100020,2022-10-01,0.4568115889727641,0.0,0.22840579448638204,None,No Action
LN100020,2022-11-01,0.4556494905860706,0.0,0.2278247452930353,None,No Action
LN100020,2023-03-01,0.4479289629366271,0.0,0.22396448146831355,None,No Action
LN100020,2023-04-01,0.44367756693915006,0.0,0.22183878346957503,None,No Action
LN100020,2023-06-01,0.4374179658435926,0.15,0.2937089829217963,missing_document,Investigate Data
LN100020,2023-07-01,0.43722100714393863,0.0,0.21861050357196932,None,No Action
LN100020,2023-09-01,0.4248234912247937,0.0,0.21241174561239684,None,No Action
LN100020,2023-11-01,0.43681384174053417,0.15,0.2934069208702671,missing_document,Investigate Data
LN100020,2024-01-01,0.43033050127057915,0.0,0.21516525063528957,None,No Action
LN100020,2024-02-01,0.43289051853634863,0.0,0.21644525926817432,None,No Action
LN100020,2024-03-01,0.4346789595269498,0.15,0.2923394797634749,missing_document,Investigate Data
LN100020,2024-04-01,0.43127162979698597,0.0,0.21563581489849298,None,No Action
LN100020,2024-05-01,0.42918587900334515,0.0,0.21459293950167257,None,No Action
LN100020,2024-06-01,0.43066360998757414,0.0,0.21533180499378707,None,No Action
LN100020,2024-09-01,0.44952641974869967,0.0,0.22476320987434983,None,No Action
LN100020,2024-10-01,0.45164257166251476,0.0,0.22582128583125738,None,No Action
LN100020,2025-02-01,0.4799777460321816,0.0,0.2399888730160908,None,No Action
LN100020,2025-06-01,0.49712538497927206,0.0,0.24856269248963603,None,No Action
LN100020,2025-07-01,0.5009860290486675,0.0,0.25049301452433376,None,No Action
LN100020,2025-08-01,0.5029729072921517,0.0,0.25148645364607586,None,No Action
LN100020,2026-02-01,0.6991225802938738,0.0,0.3495612901469369,None,No Action
LN100020,2026-03-01,0.5257075418209447,0.0,0.26285377091047235,None,No Action
LN100020,2026-04-01,0.5429143781169413,0.0,0.27145718905847066,None,No Action
LN100020,2026-05-01,0.5522701304067723,0.3,0.4261350652033862,dpd_conflict,Investigate Data
LN100020,2026-06-01,0.5657291199869694,0.4,0.4828645599934847,balance_conflict,Investigate Data
LN100021,2020-10-01,0.34956320668295915,0.15,0.24978160334147959,missing_document,Investigate Data
LN100021,2020-11-01,0.3418675494875134,0.4,0.3709337747437567,balance_conflict,Investigate Data
LN100021,2020-12-01,0.3299992786922129,0.0,0.16499963934610645,None,No Action
LN100021,2021-01-01,0.5604718622313406,0.0,0.2802359311156703,None,No Action
LN100021,2021-03-01,0.2886442256769035,0.0,0.14432211283845175,None,No Action
LN100021,2021-05-01,0.2822743603998419,0.0,0.14113718019992094,None,No Action
LN100021,2021-06-01,0.2853613858817239,0.15,0.21768069294086195,missing_document,Investigate Data
LN100021,2021-10-01,0.2923025001641606,0.0,0.1461512500820803,None,No Action
LN100021,2021-11-01,0.29168905036439985,0.0,0.14584452518219992,None,No Action
LN100021,2022-02-01,0.5399195354079782,0.0,0.2699597677039891,None,No Action
LN100021,2022-03-01,0.2931028596695999,0.15,0.22155142983479997,missing_document,Investigate Data
LN100021,2022-08-01,0.2969094333197696,0.0,0.1484547166598848,None,No Action
LN100021,2022-10-01,0.2883108882824975,0.0,0.14415544414124876,None,No Action
LN100021,2023-02-01,0.2957673792105747,0.0,0.14788368960528736,None,No Action
LN100021,2023-03-01,0.2944556716487954,0.0,0.1472278358243977,None,No Action
LN100021,2023-04-01,0.2960671696610777,0.0,0.14803358483053886,None,No Action
LN100021,2023-05-01,0.2962830132108568,0.0,0.1481415066054284,None,No Action
LN100021,2023-07-01,0.29713853117617195,0.3,0.29856926558808594,dpd_conflict,Investigate Data
LN100021,2023-08-01,0.2982553296218713,0.0,0.14912766481093565,None,No Action
LN100021,2023-09-01,0.2984624160020011,0.0,0.14923120800100054,None,No Action
LN100021,2023-10-01,0.3002859656020196,0.0,0.1501429828010098,None,No Action
LN100021,2023-11-01,0.31054038935689743,0.0,0.15527019467844871,None,No Action
