loan_id,reporting_month,quality_score
LN100007,2024-07-01,100.0
LN100007,2024-08-01,100.0
LN100007,2024-09-01,100.0
LN100007,2024-10-01,100.0
LN100007,2024-11-01,100.0
LN100007,2024-12-01,100.0
LN100007,2025-01-01,100.0
LN100007,2025-02-01,100.0
LN100007,2025-03-01,100.0
LN100007,2025-04-01,100.0
LN100007,2025-05-01,100.0
LN100007,2025-06-01,100.0
LN100007,2025-07-01,100.0
LN100007,2025-08-01,100.0
LN100007,2025-09-01,100.0
LN100007,2025-10-01,100.0
LN100007,2025-11-01,100.0
LN100007,2025-12-01,100.0
LN100007,2026-01-01,100.0
LN100007,2026-02-01,100.0
LN100007,2026-03-01,100.0
LN100007,2026-04-01,95.0
LN100007,2026-05-01,100.0
LN100007,2026-06-01,100.0
LN100007,2026-07-01,100.0
LN100008,2019-05-01,100.0
LN100008,2019-06-01,100.0
LN100008,2019-07-01,100.0
LN100008,2019-08-01,100.0
LN100008,2019-09-01,100.0
LN100008,2019-10-01,100.0
LN100008,2019-11-01,95.0
LN100008,2019-12-01,100.0
LN100008,2020-01-01,100.0
LN100008,2020-02-01,100.0
LN100008,2020-03-01,100.0
LN100008,2020-04-01,100.0
LN100008,2020-05-01,100.0
LN100008,2020-06-01,100.0
LN100008,2020-07-01,100.0
LN100008,2020-08-01,100.0
LN100008,2020-09-01,100.0
LN100008,2020-10-01,100.0
LN100008,2020-11-01,100.0
LN100008,2020-12-01,100.0
LN100008,2021-01-01,100.0
LN100008,2021-02-01,100.0
LN100008,2021-03-01,100.0
LN100008,2021-04-01,100.0
LN100008,2021-05-01,100.0
LN100008,2021-06-01,100.0
LN100008,2021-07-01,100.0
LN100008,2021-08-01,100.0
LN100008,2021-09-01,80.0
LN100009,2018-08-01,100.0
LN100009,2018-09-01,100.0
LN100009,2018-10-01,100.0
LN100009,2018-11-01,100.0
LN100009,2018-12-01,100.0
LN100009,2019-01-01,100.0
LN100009,2019-02-01,100.0
LN100009,2019-03-01,100.0
LN100009,2019-04-01,100.0
LN100009,2019-05-01,100.0
LN100009,2019-06-01,100.0
LN100009,2019-07-01,100.0
LN100009,2019-08-01,100.0
LN100009,2019-09-01,100.0
LN100009,2019-10-01,100.0
LN100009,2019-11-01,100.0
LN100009,2019-12-01,100.0
LN100009,2020-01-01,100.0
LN100009,2020-02-01,100.0
LN100009,2020-03-01,100.0
LN100009,2020-04-01,100.0
LN100009,2020-05-01,100.0
LN100009,2020-06-01,100.0
LN100009,2020-07-01,100.0
LN100009,2020-08-01,100.0
LN100009,2020-09-01,100.0
LN100009,2020-10-01,100.0
LN100009,2020-11-01,100.0
LN100009,2020-12-01,100.0
LN100009,2021-01-01,100.0
LN100009,2021-02-01,100.0
LN100009,2021-03-01,100.0
LN100009,2021-04-01,100.0
LN100009,2021-05-01,100.0
LN100009,2021-06-01,100.0
LN100009,2021-07-01,100.0
LN100009,2021-08-01,100.0
LN100009,2021-09-01,100.0
LN100009,2021-10-01,100.0
LN100009,2021-11-01,100.0
LN100009,2021-12-01,100.0
LN100009,2022-01-01,100.0
LN100009,2022-02-01,100.0
LN100009,2022-03-01,100.0
LN100009,2022-04-01,100.0
LN100009,2022-05-01,100.0
LN100009,2022-06-01,100.0
LN100009,2022-07-01,100.0
LN100009,2022-08-01,100.0
LN100009,2022-09-01,100.0
LN100009,2022-10-01,100.0
LN100009,2022-11-01,100.0
LN100009,2022-12-01,100.0
LN100009,2023-01-01,100.0
LN100009,2023-02-01,100.0
LN100009,2023-03-01,100.0
LN100009,2023-04-01,100.0
LN100009,2023-05-01,100.0
LN100009,2023-06-01,100.0
LN100009,2023-07-01,100.0
LN100009,2023-08-01,100.0
LN100009,2023-09-01,100.0
LN100009,2023-10-01,100.0
LN100009,2023-11-01,100.0
LN100009,2023-12-01,100.0
LN100009,2024-01-01,100.0
LN100009,2024-02-01,100.0
LN100009,2024-03-01,100.0
LN100009,2024-04-01,100.0
LN100009,2024-05-01,100.0
LN100009,2024-06-01,100.0
LN100009,2024-07-01,95.0
LN100010,2021-09-01,100.0
LN100010,2021-10-01,100.0
LN100010,2021-11-01,100.0
LN100010,2021-12-01,100.0
LN100010,2022-01-01,100.0
LN100010,2022-02-01,100.0
LN100010,2022-03-01,100.0
LN100010,2022-04-01,100.0
LN100010,2022-05-01,100.0
LN100010,2022-06-01,100.0
LN100010,2022-07-01,100.0
LN100010,2022-08-01,100.0
LN100010,2022-09-01,100.0
LN100010,2022-10-01,100.0
LN100010,2022-11-01,100.0
LN100010,2022-12-01,100.0
LN100010,2023-01-01,100.0
LN100010,2023-02-01,100.0
LN100010,2023-03-01,100.0
LN100010,2023-04-01,100.0
LN100010,2023-05-01,100.0
LN100010,2023-06-01,100.0
LN100010,2023-07-01,100.0
LN100010,2023-08-01,100.0
LN100010,2023-09-01,100.0
LN100010,2023-10-01,100.0
LN100010,2023-11-01,100.0
LN100010,2023-12-01,100.0
LN100010,2024-01-01,100.0
LN100010,2024-02-01,100.0
LN100010,2024-03-01,100.0
LN100010,2024-04-01,100.0
LN100010,2024-05-01,100.0
LN100010,2024-06-01,100.0
LN100010,2024-07-01,100.0
LN100010,2024-08-01,100.0
LN100010,2024-09-01,100.0
LN100010,2024-10-01,100.0
LN100010,2024-11-01,100.0
LN100010,2024-12-01,100.0
LN100010,2025-01-01,100.0
LN100010,2025-02-01,100.0
LN100010,2025-03-01,100.0
LN100010,2025-04-01,100.0
LN100010,2025-05-01,100.0
LN100010,2025-06-01,100.0
LN100010,2025-07-01,100.0
LN100010,2025-08-01,100.0
LN100010,2025-09-01,100.0
LN100010,2025-10-01,100.0
LN100010,2025-11-01,100.0
LN100010,2025-12-01,100.0
LN100010,2026-01-01,100.0
LN100010,2026-02-01,100.0
LN100010,2026-03-01,100.0
LN100010,2026-04-01,100.0
LN100010,2026-05-01,100.0
LN100010,2026-06-01,100.0
LN100010,2026-07-01,100.0
LN100011,2024-10-01,100.0
LN100011,2024-11-01,100.0
LN100011,2024-12-01,100.0
LN100011,2025-01-01,100.0
LN100011,2025-02-01,100.0
LN100011,2025-03-01,100.0
LN100011,2025-04-01,100.0
LN100011,2025-05-01,100.0
LN100011,2025-06-01,100.0
LN100011,2025-07-01,100.0
LN100011,2025-08-01,100.0
LN100011,2025-09-01,100.0
LN100011,2025-10-01,100.0
LN100011,2025-11-01,95.0
LN100011,2025-12-01,100.0
LN100011,2026-01-01,100.0
LN100011,2026-02-01,100.0
LN100011,2026-03-01,100.0
LN100011,2026-04-01,100.0
LN100011,2026-05-01,100.0
LN100011,2026-06-01,100.0
LN100011,2026-07-01,100.0
LN100012,2023-02-01,100.0
LN100012,2023-03-01,100.0
LN100012,2023-04-01,100.0
LN100012,2023-05-01,100.0
LN100012,2023-06-01,100.0
LN100012,2023-07-01,100.0
LN100012,2023-08-01,100.0
LN100012,2023-09-01,100.0
LN100012,2023-10-01,100.0
LN100012,2023-11-01,100.0
LN100012,2023-12-01,100.0
LN100012,2024-01-01,100.0
LN100012,2024-02-01,100.0
LN100012,2024-03-01,100.0
LN100012,2024-04-01,100.0
LN100012,2024-05-01,100.0
LN100012,2024-06-01,100.0
LN100012,2024-07-01,100.0
LN100012,2024-08-01,100.0
LN100012,2024-09-01,100.0
LN100012,2024-10-01,100.0
LN100012,2024-11-01,100.0
LN100012,2024-12-01,100.0
LN100012,2025-01-01,100.0
LN100012,2025-02-01,100.0
LN100012,2025-03-01,100.0
LN100012,2025-04-01,100.0
LN100012,2025-05-01,100.0
LN100012,2025-06-01,100.0
LN100012,2025-07-01,100.0
LN100012,2025-08-01,100.0
LN100012,2025-09-01,100.0
LN100012,2025-10-01,100.0
LN100012,2025-11-01,100.0
LN100012,2025-12-01,100.0
LN100012,2026-01-01,100.0
LN100012,2026-02-01,100.0
LN100012,2026-03-01,100.0
LN100012,2026-04-01,100.0
LN100012,2026-05-01,100.0
LN100012,2026-06-01,100.0
LN100012,2026-07-01,95.0
LN100013,2023-04-01,100.0
LN100013,2023-05-01,100.0
LN100013,2023-06-01,100.0
LN100013,2023-07-01,100.0
LN100013,2023-08-01,100.0
LN100013,2023-09-01,100.0
LN100013,2023-10-01,100.0
LN100013,2023-11-01,100.0
LN100013,2023-12-01,100.0
LN100013,2024-01-01,100.0
LN100013,2024-02-01,100.0
LN100013,2024-03-01,100.0
LN100013,2024-04-01,100.0
LN100013,2024-05-01,100.0
LN100013,2024-06-01,100.0
LN100013,2024-07-01,100.0
LN100013,2024-08-01,100.0
LN100013,2024-09-01,100.0
LN100013,2024-10-01,100.0
LN100013,2024-11-01,100.0
LN100013,2024-12-01,100.0
LN100013,2025-01-01,100.0
LN100013,2025-02-01,100.0
LN100013,2025-03-01,100.0
LN100013,2025-04-01,100.0
LN100013,2025-05-01,100.0
LN100013,2025-06-01,100.0
LN100013,2025-07-01,100.0
LN100013,2025-08-01,100.0
LN100013,2025-09-01,100.0
LN100013,2025-10-01,100.0
LN100013,2025-11-01,100.0
LN100013,2025-12-01,100.0
LN100013,2026-01-01,100.0
LN100013,2026-02-01,100.0
LN100013,2026-03-01,100.0
LN100013,2026-04-01,100.0
LN100013,2026-05-01,100.0
LN100013,2026-06-01,100.0
LN100013,2026-07-01,100.0
LN100014,2023-01-01,100.0
LN100014,2023-02-01,100.0
LN100014,2023-03-01,100.0
LN100014,2023-04-01,100.0
LN100014,2023-05-01,100.0
LN100014,2023-06-01,100.0
LN100014,2023-07-01,100.0
LN100014,2023-08-01,100.0
LN100014,2023-09-01,100.0
LN100014,2023-10-01,100.0
LN100014,2023-11-01,100.0
LN100014,2023-12-01,95.0
LN100015,2023-07-01,100.0
LN100015,2023-08-01,100.0
LN100015,2023-09-01,100.0
LN100015,2023-10-01,100.0
LN100015,2023-11-01,100.0
LN100015,2023-12-01,100.0
LN100015,2024-01-01,100.0
LN100015,2024-02-01,100.0
LN100015,2024-03-01,100.0
LN100015,2024-04-01,100.0
LN100015,2024-05-01,100.0
LN100015,2024-06-01,100.0
LN100015,2024-07-01,100.0
LN100015,2024-08-01,100.0
LN100015,2024-09-01,100.0
LN100015,2024-10-01,100.0
LN100015,2024-11-01,100.0
LN100015,2024-12-01,100.0
LN100015,2025-01-01,100.0
LN100015,2025-02-01,100.0
LN100015,2025-03-01,100.0
LN100015,2025-04-01,100.0
LN100015,2025-05-01,100.0
LN100015,2025-06-01,100.0
LN100015,2025-07-01,100.0
LN100015,2025-08-01,95.0
LN100015,2025-09-01,100.0
LN100015,2025-10-01,100.0
LN100015,2025-11-01,100.0
LN100015,2025-12-01,100.0
LN100015,2026-01-01,100.0
LN100015,2026-02-01,100.0
LN100015,2026-03-01,100.0
LN100015,2026-04-01,100.0
LN100015,2026-05-01,100.0
LN100015,2026-06-01,100.0
LN100015,2026-07-01,100.0
LN100016,2021-08-01,100.0
LN100016,2021-09-01,100.0
LN100016,2021-10-01,100.0
LN100016,2021-11-01,100.0
LN100016,2021-12-01,100.0
LN100016,2022-01-01,100.0
LN100016,2022-02-01,100.0
LN100016,2022-03-01,100.0
LN100016,2022-04-01,100.0
LN100016,2022-05-01,100.0
LN100016,2022-06-01,100.0
LN100016,2022-07-01,100.0
LN100016,2022-08-01,100.0
LN100016,2022-09-01,100.0
LN100016,2022-10-01,100.0
LN100016,2022-11-01,95.0
LN100016,2022-12-01,100.0
LN100016,2023-01-01,100.0
LN100016,2023-02-01,100.0
LN100016,2023-03-01,100.0
LN100016,2023-04-01,100.0
LN100016,2023-05-01,100.0
LN100016,2023-06-01,100.0
LN100016,2023-07-01,95.0
LN100017,2018-11-01,100.0
LN100017,2018-12-01,100.0
LN100017,2019-01-01,100.0
LN100017,2019-02-01,100.0
LN100017,2019-03-01,100.0
LN100017,2019-04-01,95.0
LN100017,2019-05-01,100.0
LN100017,2019-06-01,100.0
LN100017,2019-07-01,100.0
LN100017,2019-08-01,100.0
LN100017,2019-09-01,100.0
LN100017,2019-10-01,100.0
LN100017,2019-11-01,100.0
LN100017,2019-12-01,100.0
LN100017,2020-01-01,100.0
LN100017,2020-02-01,100.0
LN100017,2020-03-01,100.0
LN100017,2020-04-01,100.0
LN100017,2020-05-01,100.0
LN100017,2020-06-01,100.0
LN100017,2020-07-01,100.0
LN100017,2020-08-01,100.0
LN100017,2020-09-01,100.0
LN100017,2020-10-01,100.0
LN100017,2020-11-01,100.0
LN100017,2020-12-01,100.0
LN100017,2021-01-01,100.0
LN100017,2021-02-01,100.0
LN100017,2021-03-01,100.0
LN100017,2021-04-01,100.0
LN100017,2021-05-01,100.0
LN100017,2021-06-01,100.0
LN100017,2021-07-01,100.0
LN100017,2021-08-01,100.0
LN100017,2021-09-01,100.0
LN100017,2021-10-01,100.0
LN100017,2021-11-01,100.0
LN100017,2021-12-01,100.0
LN100017,2022-01-01,100.0
LN100017,2022-02-01,100.0
LN100017,2022-03-01,95.0
LN100017,2022-04-01,100.0
LN100017,2022-05-01,100.0
LN100017,2022-06-01,100.0
LN100017,2022-07-01,100.0
LN100017,2022-08-01,100.0
LN100017,2022-09-01,100.0
LN100017,2022-10-01,100.0
LN100017,2022-11-01,100.0
LN100017,2022-12-01,100.0
LN100017,2023-01-01,100.0
LN100017,2023-02-01,100.0
LN100017,2023-03-01,100.0
LN100017,2023-04-01,100.0
LN100017,2023-05-01,100.0
LN100017,2023-06-01,100.0
LN100017,2023-07-01,100.0
LN100017,2023-08-01,100.0
LN100017,2023-09-01,100.0
LN100017,2023-10-01,100.0
LN100017,2023-11-01,100.0
LN100017,2023-12-01,100.0
LN100017,2024-01-01,100.0
LN100017,2024-02-01,100.0
LN100017,2024-03-01,100.0
LN100017,2024-04-01,100.0
LN100017,2024-05-01,100.0
LN100017,2024-06-01,100.0
LN100017,2024-07-01,100.0
LN100017,2024-08-01,100.0
LN100017,2024-09-01,100.0
LN100017,2024-10-01,95.0
LN100017,2024-11-01,100.0
LN100017,2024-12-01,100.0
LN100017,2025-01-01,100.0
LN100017,2025-02-01,100.0
LN100017,2025-03-01,100.0
LN100017,2025-04-01,100.0
LN100017,2025-05-01,100.0
LN100017,2025-06-01,100.0
LN100017,2025-07-01,100.0
LN100017,2025-08-01,100.0
LN100017,2025-09-01,100.0
LN100017,2025-10-01,100.0
LN100017,2025-11-01,100.0
LN100017,2025-12-01,100.0
LN100017,2026-01-01,100.0
LN100017,2026-02-01,100.0
LN100017,2026-03-01,100.0
LN100017,2026-04-01,100.0
LN100017,2026-05-01,100.0
LN100017,2026-06-01,100.0
LN100017,2026-07-01,100.0
LN100018,2023-11-01,100.0
LN100018,2023-12-01,100.0
LN100018,2024-01-01,80.0
LN100019,2021-02-01,100.0
LN100019,2021-03-01,100.0
LN100019,2021-04-01,100.0
LN100019,2021-05-01,100.0
LN100019,2021-06-01,100.0
LN100019,2021-07-01,100.0
LN100019,2021-08-01,95.0
LN100020,2021-07-01,100.0
LN100020,2021-08-01,100.0
LN100020,2021-09-01,100.0
LN100020,2021-10-01,100.0
LN100020,2021-11-01,100.0
LN100020,2021-12-01,100.0
LN100020,2022-01-01,100.0
LN100020,2022-02-01,100.0
LN100020,2022-03-01,100.0
LN100020,2022-04-01,100.0
LN100020,2022-05-01,100.0
LN100020,2022-06-01,100.0
LN100020,2022-07-01,100.0
LN100020,2022-08-01,100.0
LN100020,2022-09-01,100.0
LN100020,2022-10-01,100.0
LN100020,2022-11-01,100.0
LN100020,2022-12-01,100.0
LN100020,2023-01-01,100.0
LN100020,2023-02-01,100.0
LN100020,2023-03-01,100.0
LN100020,2023-04-01,100.0
LN100020,2023-05-01,100.0
LN100020,2023-06-01,100.0
LN100020,2023-07-01,100.0
LN100020,2023-08-01,100.0
LN100020,2023-09-01,100.0
LN100020,2023-10-01,100.0
LN100020,2023-11-01,100.0
LN100020,2023-12-01,100.0
LN100020,2024-01-01,100.0
LN100020,2024-02-01,100.0
LN100020,2024-03-01,100.0
LN100020,2024-04-01,100.0
LN100020,2024-05-01,100.0
LN100020,2024-06-01,100.0
LN100020,2024-07-01,100.0
LN100020,2024-08-01,100.0
LN100020,2024-09-01,100.0
LN100020,2024-10-01,100.0
LN100020,2024-11-01,100.0
LN100020,2024-12-01,100.0
LN100020,2025-01-01,100.0
LN100020,2025-02-01,100.0
LN100020,2025-03-01,100.0
LN100020,2025-04-01,100.0
LN100020,2025-05-01,100.0
LN100020,2025-06-01,100.0
LN100020,2025-07-01,100.0
LN100020,2025-08-01,100.0
LN100020,2025-09-01,100.0
LN100020,2025-10-01,100.0
LN100020,2025-11-01,100.0
LN100020,2025-12-01,100.0
LN100020,2026-01-01,100.0
LN100020,2026-02-01,100.0
LN100020,2026-03-01,100.0
LN100020,2026-04-01,100.0
LN100020,2026-05-01,100.0
LN100020,2026-06-01,100.0
LN100020,2026-07-01,100.0
LN100021,2020-08-01,100.0
LN100021,2020-09-01,100.0
LN100021,2020-10-01,100.0
LN100021,2020-11-01,100.0
LN100021,2020-12-01,100.0
LN100021,2021-01-01,100.0
LN100021,2021-02-01,100.0
LN100021,2021-03-01,100.0
LN100021,2021-04-01,100.0
LN100021,2021-05-01,100.0
LN100021,2021-06-01,100.0
LN100021,2021-07-01,100.0
LN100021,2021-08-01,100.0
LN100021,2021-09-01,100.0
LN100021,2021-10-01,100.0
LN100021,2021-11-01,100.0
LN100021,2021-12-01,100.0
LN100021,2022-01-01,100.0
LN100021,2022-02-01,100.0
LN100021,2022-03-01,100.0
LN100021,2022-04-01,100.0
LN100021,2022-05-01,100.0
LN100021,2022-06-01,100.0
LN100021,2022-07-01,100.0
LN100021,2022-08-01,100.0
LN100021,2022-09-01,100.0
LN100021,2022-10-01,100.0
LN100021,2022-11-01,100.0
LN100021,2022-12-01,100.0
LN100021,2023-01-01,95.0
LN100021,2023-02-01,100.0
LN100021,2023-03-01,100.0
LN100021,2023-04-01,100.0
LN100021,2023-05-01,100.0
LN100021,2023-06-01,100.0
LN100021,2023-07-01,100.0
LN100021,2023-08-01,100.0
LN100021,2023-09-01,100.0
LN100021,2023-10-01,100.0
LN100021,2023-11-01,100.0
LN100021,2023-12-01,100.0
LN100021,2024-01-01,100.0
LN100021,2024-02-01,100.0
LN100021,2024-03-01,100.0
LN100021,2024-04-01,100.0
LN100021,2024-05-01,100.0
LN100021,2024-06-01,100.0
LN100021,2024-07-01,100.0
LN100021,2024-08-01,100.0
LN100021,2024-09-01,100.0
LN100021,2024-10-01,100.0
LN100021,2024-11-01,100.0
LN100021,2024-12-01,100.0
LN100021,2025-01-01,100.0
LN100021,2025-02-01,100.0
LN100021,2025-03-01,100.0
LN100021,2025-04-01,100.0
LN100021,2025-05-01,100.0
LN100021,2025-06-01,95.0
LN100021,2025-07-01,100.0
LN100021,2025-08-01,95.0
LN100021,2025-09-01,100.0
LN100021,2025-10-01,100.0
LN100021,2025-11-01,100.0
LN100021,2025-12-01,100.0
LN100021,2026-01-01,100.0
LN100021,2026-02-01,100.0
LN100021,2026-03-01,100.0
LN100021,2026-04-01,100.0
LN100021,2026-05-01,100.0
LN100021,2026-06-01,95.0
LN100021,2026-07-01,100.0
LN100022,2019-04-01,100.0
LN100022,2019-05-01,100.0
LN100022,2019-06-01,100.0
LN100022,2019-07-01,100.0
LN100022,2019-08-01,100.0
LN100022,2019-09-01,100.0
LN100022,2019-10-01,100.0
LN100022,2019-11-01,100.0
LN100022,2019-12-01,100.0
LN100022,2020-01-01,100.0
LN100022,2020-02-01,100.0
LN100022,2020-03-01,100.0
LN100022,2020-04-01,100.0
LN100022,2020-05-01,95.0
LN100022,2020-06-01,100.0
LN100022,2020-07-01,80.0
LN100023,2024-06-01,100.0
LN100023,2024-07-01,100.0
LN100023,2024-08-01,100.0
LN100023,2024-09-01,100.0
LN100023,2024-10-01,100.0
LN100023,2024-11-01,100.0
LN100023,2024-12-01,100.0
LN100023,2025-01-01,100.0
LN100023,2025-02-01,100.0
LN100023,2025-03-01,100.0
LN100023,2025-04-01,100.0
LN100023,2025-05-01,100.0
LN100023,2025-06-01,100.0
LN100023,2025-07-01,100.0
LN100023,2025-08-01,100.0
LN100023,2025-09-01,100.0
LN100023,2025-10-01,100.0
LN100023,2025-11-01,100.0
LN100023,2025-12-01,100.0
LN100023,2026-01-01,100.0
LN100023,2026-02-01,100.0
LN100023,2026-03-01,100.0
LN100023,2026-04-01,100.0
LN100023,2026-05-01,100.0
LN100023,2026-06-01,100.0
LN100023,2026-07-01,100.0
LN100024,2023-06-01,100.0
LN100024,2023-07-01,100.0
LN100024,2023-08-01,100.0
LN100024,2023-09-01,100.0
LN100024,2023-10-01,100.0
LN100024,2023-11-01,100.0
LN100024,2023-12-01,100.0
LN100024,2024-01-01,100.0
LN100024,2024-02-01,100.0
LN100024,2024-03-01,100.0
LN100024,2024-04-01,100.0
LN100024,2024-05-01,100.0
LN100024,2024-06-01,100.0
LN100024,2024-07-01,100.0
LN100024,2024-08-01,100.0
LN100024,2024-09-01,100.0
LN100024,2024-10-01,95.0
LN100025,2022-07-01,100.0
LN100025,2022-08-01,95.0
LN100025,2022-09-01,100.0
LN100025,2022-10-01,100.0
LN100025,2022-11-01,100.0
LN100025,2022-12-01,100.0
LN100025,2023-01-01,100.0
LN100025,2023-02-01,100.0
LN100025,2023-03-01,100.0
LN100025,2023-04-01,100.0
LN100025,2023-05-01,100.0
LN100025,2023-06-01,100.0
LN100025,2023-07-01,100.0
LN100025,2023-08-01,100.0
LN100025,2023-09-01,100.0
LN100025,2023-10-01,100.0
LN100025,2023-11-01,100.0
LN100025,2023-12-01,100.0
LN100025,2024-01-01,100.0
LN100025,2024-02-01,100.0
LN100025,2024-03-01,100.0
LN100025,2024-04-01,100.0
LN100025,2024-05-01,100.0
LN100025,2024-06-01,100.0
LN100025,2024-07-01,100.0
LN100025,2024-08-01,100.0
LN100025,2024-09-01,100.0
LN100025,2024-10-01,100.0
LN100025,2024-11-01,100.0
LN100025,2024-12-01,100.0
LN100025,2025-01-01,100.0
LN100025,2025-02-01,100.0
LN100025,2025-03-01,100.0
LN100025,2025-04-01,100.0
LN100025,2025-05-01,100.0
LN100025,2025-06-01,100.0
LN100025,2025-07-01,100.0
LN100025,2025-08-01,100.0
LN100025,2025-09-01,100.0
LN100025,2025-10-01,95.0
LN100026,2020-10-01,100.0
LN100026,2020-11-01,100.0
LN100026,2020-12-01,100.0
LN100026,2021-01-01,100.0
LN100026,2021-02-01,100.0
LN100026,2021-03-01,100.0
LN100026,2021-04-01,95.0
LN100026,2021-05-01,100.0
LN100026,2021-06-01,100.0
