vintage,credit_score_band,prob_delinquency_3m_mean,prob_delinquency_3m_max,prob_default_12m_mean,prob_default_12m_max,prob_prepayment_12m_mean,prob_prepayment_12m_max,scenario_id
2020,620-659,0.21070076598988693,1.0,0.050820527663390395,1.0,0.01074475643621957,0.4,ADVERSE_CREDIT
2020,660-699,0.1444252612638089,1.0,0.045195439059911066,1.0,0.004204301237015977,0.4,ADVERSE_CREDIT
2020,700-739,0.14821690930958414,1.0,0.032916261448885056,1.0,0.007099751161509921,0.4,ADVERSE_CREDIT
2020,740-779,0.08085477908142663,1.0,0.030624037535431563,1.0,0.005914557422168257,0.4,ADVERSE_CREDIT
2020,780+,0.08484481513758599,1.0,0.016613821304822675,0.03597944031981725,0.009161197406105256,0.4,ADVERSE_CREDIT
2021,580-619,,,,,,,ADVERSE_CREDIT
2021,620-659,0.18660956447050397,1.0,0.0765805239291509,1.0,0.007584666372615565,0.4,ADVERSE_CREDIT
2021,660-699,0.12786712151324808,1.0,0.04087944153446992,1.0,0.0030443915873072996,0.00504364694471387,ADVERSE_CREDIT
2021,700-739,0.10079892162216507,1.0,0.036433596563688914,1.0,0.009750650820381844,0.4,ADVERSE_CREDIT
2021,740-779,0.08163440851750615,1.0,0.02494070894574016,1.0,0.007833053797942984,0.4,ADVERSE_CREDIT
2021,780+,0.05777218838182878,1.0,0.020826276629390086,1.0,0.011615606970537495,0.4,ADVERSE_CREDIT
2022,580-619,0.14296092176357303,1.0,0.05116311982125503,0.1323529411764706,0.0029921942758022553,0.0029921942758022553,ADVERSE_CREDIT
2022,620-659,0.22436399711090765,1.0,0.06542385814900409,1.0,0.007717269849092892,0.4,ADVERSE_CREDIT
2022,660-699,0.12321730042369707,1.0,0.057870320081346696,1.0,0.003501756285985428,0.00504364694471387,ADVERSE_CREDIT
2022,700-739,0.08492246023430759,1.0,0.03569332094011663,1.0,0.004734397311575747,0.4,ADVERSE_CREDIT
2022,740-779,0.06912797265900211,1.0,0.040523797479491704,1.0,0.005776004409476332,0.4,ADVERSE_CREDIT
2022,780+,0.06988602877684245,1.0,0.02291268398058267,1.0,0.007667248772685545,0.4,ADVERSE_CREDIT
2023,580-619,0.17199897016813623,1.0,0.04972044430349307,1.0,0.009569576726871722,0.4,ADVERSE_CREDIT
2023,620-659,0.16523872639323905,1.0,0.047018411908200615,1.0,0.005028923198264346,0.4,ADVERSE_CREDIT
2023,660-699,0.12317239282633777,1.0,0.04641371847611718,1.0,0.008297506971186558,0.4,ADVERSE_CREDIT
2023,700-739,0.11012008471245681,1.0,0.03886250296307029,1.0,0.00672790279657754,0.4,ADVERSE_CREDIT
2023,740-779,0.10118526880998444,1.0,0.0314382923628496,1.0,0.007721258119209684,0.4,ADVERSE_CREDIT
2023,780+,0.09319273717856241,1.0,0.029690502120721177,1.0,0.007973100057075293,0.4,ADVERSE_CREDIT
2024,580-619,0.30816608472800433,1.0,0.05632980041074466,1.0,0.0029396058100681637,0.0029921942758022553,ADVERSE_CREDIT
2024,620-659,0.16212620754023682,1.0,0.08310654836865068,1.0,0.002910520419944942,0.003875030273674013,ADVERSE_CREDIT
2024,660-699,0.11175982101183779,1.0,0.05495830208065387,1.0,0.004322899583637631,0.4,ADVERSE_CREDIT
2024,700-739,0.10215292126554322,1.0,0.04086485054655485,1.0,0.0069298990223440535,0.4,ADVERSE_CREDIT
2024,740-779,0.08664564142668385,1.0,0.0349131738794568,1.0,0.005322798473305929,0.4,ADVERSE_CREDIT
2024,780+,0.08426576715816203,1.0,0.02489604600717573,1.0,0.007991909241503255,0.4,ADVERSE_CREDIT
2018,580-619,0.038006186726659175,0.05067491563554556,0.20557432432432435,0.8,0.0210445759474551,0.022441457068516912,HIGH_PREPAYMENT
2018,620-659,0.10369050818987181,0.85,0.014400620825248676,0.05333333333333334,0.039076948645257945,1.0,HIGH_PREPAYMENT
2018,660-699,0.10741264241640086,0.85,0.03392969962050158,0.8,0.038024435745925844,1.0,HIGH_PREPAYMENT
2018,700-739,0.044863778531005316,0.85,0.019882117946332996,0.8,0.027390638751303507,1.0,HIGH_PREPAYMENT
2018,740-779,0.03707253604697328,0.85,0.011049878523744425,0.012792689891490579,0.031701669095223664,1.0,HIGH_PREPAYMENT
2018,780+,0.037586876521220884,0.85,0.015445977320105135,0.8,0.05195002611031346,1.0,HIGH_PREPAYMENT
2019,580-619,,,,,,,HIGH_PREPAYMENT
2019,620-659,0.12124582660710875,0.85,0.0521097324106105,0.8,0.021437290633878673,0.029062727052555096,HIGH_PREPAYMENT
2019,660-699,0.055452408648718594,0.85,0.022244193546689352,0.8,0.032841929475621576,1.0,HIGH_PREPAYMENT
2019,700-739,0.05398323343025576,0.85,0.017610939491060226,0.8,0.03362507867323362,1.0,HIGH_PREPAYMENT
2019,740-779,0.08635270332531017,0.85,0.0216536756248714,0.8,0.026649973091115026,1.0,HIGH_PREPAYMENT
2019,780+,0.049954113915592756,0.85,0.008097042550526914,0.012792689891490579,0.043646913467323335,1.0,HIGH_PREPAYMENT
2020,580-619,0.05067491563554556,0.05067491563554556,0.022222222222222223,0.022222222222222223,0.022441457068516912,0.022441457068516912,HIGH_PREPAYMENT
2020,620-659,0.15809838954494215,0.85,0.027139815731563755,0.8,0.03976934674103453,1.0,HIGH_PREPAYMENT
2020,660-699,0.10568948230026118,0.85,0.022263837101286228,0.8,0.024563618162637243,1.0,HIGH_PREPAYMENT
2020,700-739,0.11097105911879634,0.85,0.01602694916366756,0.8,0.03379288079303647,1.0,HIGH_PREPAYMENT
2020,740-779,0.055284880137823234,0.85,0.01577255156326944,0.8,0.03117236747944874,1.0,HIGH_PREPAYMENT
2020,780+,0.05942462449539891,0.85,0.005907136463936952,0.012792689891490579,0.038708980545789425,1.0,HIGH_PREPAYMENT
2021,580-619,,,,,,,HIGH_PREPAYMENT
2021,620-659,0.13349607417138765,0.85,0.04418474651000996,0.8,0.03335558602991085,1.0,HIGH_PREPAYMENT
2021,660-699,0.0906352869036809,0.85,0.017212288716941384,0.8,0.022832936904804747,0.037827352085354024,HIGH_PREPAYMENT
2021,700-739,0.07095896873107038,0.85,0.020058963404211948,0.8,0.04115830033581232,1.0,HIGH_PREPAYMENT
2021,740-779,0.057021570629873175,0.85,0.01187805804684662,0.8,0.03694953836195658,1.0,HIGH_PREPAYMENT
2021,780+,0.037597052457112645,0.85,0.009731832621223515,0.8,0.04523223552510451,1.0,HIGH_PREPAYMENT
2022,580-619,0.08861109433027681,0.85,0.018191331492001788,0.047058823529411764,0.022441457068516912,0.022441457068516912,HIGH_PREPAYMENT
2022,620-659,0.16608104570097365,0.85,0.03644070940965019,0.8,0.03625790224657507,1.0,HIGH_PREPAYMENT
2022,660-699,0.08568426932433675,0.85,0.03160842271135038,0.8,0.026263172144890712,0.037827352085354024,HIGH_PREPAYMENT
2022,700-739,0.054994682841569345,0.85,0.016561302049470917,0.8,0.029702464597340605,1.0,HIGH_PREPAYMENT
2022,740-779,0.0435477681590857,0.85,0.02047960024389574,0.8,0.03237112796158344,1.0,HIGH_PREPAYMENT
2022,780+,0.04445883124630238,0.85,0.009655881299113794,0.8,0.0371308513639022,1.0,HIGH_PREPAYMENT
2023,580-619,0.1196698657935906,0.85,0.028697663943354008,0.8,0.038713974211868486,1.0,HIGH_PREPAYMENT
2023,620-659,0.11157749128111172,0.85,0.024761900905721206,0.8,0.028667150231326488,1.0,HIGH_PREPAYMENT
2023,660-699,0.0807334230995007,0.85,0.024232124057208815,0.8,0.037883476196942656,1.0,HIGH_PREPAYMENT
2023,700-739,0.0759696480972388,0.85,0.019383272768900846,0.8,0.03435909208345499,1.0,HIGH_PREPAYMENT
2023,740-779,0.07162234172900676,0.85,0.014605651623329103,0.8,0.03734388319484384,1.0,HIGH_PREPAYMENT
2023,780+,0.06486269295870138,0.85,0.015479267139406911,0.8,0.037646351693887484,1.0,HIGH_PREPAYMENT
2024,580-619,0.23539495543931638,0.85,0.035714647989179796,0.8,0.022047043575511224,0.022441457068516912,HIGH_PREPAYMENT
2024,620-659,0.11677010311406018,0.85,0.05349213002976641,0.8,0.02182890314958706,0.029062727052555096,HIGH_PREPAYMENT
2024,660-699,0.076330895181187,0.85,0.029933515812384712,0.8,0.026919683603554585,1.0,HIGH_PREPAYMENT
2024,700-739,0.07128942414975054,0.85,0.020362328896576166,0.8,0.03447642989417707,1.0,HIGH_PREPAYMENT
2024,740-779,0.06017981764194989,0.85,0.015745864927003778,0.8,0.030548917322053136,1.0,HIGH_PREPAYMENT
2024,780+,0.05795178383463197,0.85,0.011344139307224268,0.8,0.03750941276921833,1.0,HIGH_PREPAYMENT
